Customer ID,Account ID,Customer,Region,Industry/Sector,Asset Type,AssetI D,Contract Start Date,Contract End Date,Credit Score,Monthly Revenue (USD),Outstanding Balance,FinancedAmount (USD),Instalment Amount,Interest Rate,Debt-to-Income Ratio,Credit Utilisation %,On Time Payments (Count),LatePayments (Count),Days Past Due,Last Payment Date,Payment Pattern Category,Transaction Volume (30/60/90 days),Returned Payments Flag,RiskScore (AI-generated),Probability OfDefault (PD),ModelConfidence,Model Version,Risk Band,TopFeatures,Exposure At Default (EAD),Asset Value,Collateral Value,Contract Status,High Risk Flag,Fraud Check Flag,Compliance Issues Flag,Last KYC Review Date,Next Review Due Date,Data Source,Record Created Date,Last Updated Date,Data Quality Score,Customer Tenure,Number Of Open Accounts,Previous Defaults Flag,Country Risk Score
CUST0114,210,Yvonne Willowby,West,Technology,Lease,AST0114,10-Sept-21,45022,374,48378,83324,142729,1901,23.97,1.09,0.79,40,26,139,15-Jul-22,High-Risk,51/23/178,Yes,0.969,0.866,0.834,v2.5,Medium,"{""IncomeImpact"": 0.817, ""CreditHistory"": 0.258, ""DTI"": 0.171}",190161,158917,114528,Written-Off,No,Yes,Yes,02-Jul-22,10-Dec-26,API,11-Sept-17,15-Mar-22,0.81,20,4,Yes,88
CUST0115,190,Alethea Agnolo,North,Manufacturing,Lease,AST0115,06-Dec-24,47311,589,3619,135493,220510,3171,13.34,1.07,0.49,75,41,49,18-Dec-24,Irregular,65/21/49,Yes,0.929,0.557,0.594,v5.8,Low,"{""IncomeImpact"": 0.572, ""CreditHistory"": 0.28, ""DTI"": 0.769}",35326,115510,351448,Written-Off,Yes,No,Yes,22-Apr-17,07-Jan-28,API,02-Apr-22,28-Feb-24,0.97,5,1,No,92
CUST0116,194,Garner Gooderick,North,Finance,Mortgage,AST0116,20-Sept-18,43883,557,38574,18465,155722,1964,22.86,0.87,0.45,103,27,80,18-Dec-18,Good,49/172/60,Yes,0.324,0.425,0.805,v5.1,High,"{""IncomeImpact"": 0.508, ""CreditHistory"": 0.242, ""DTI"": 0.115}",24863,372464,38057,Closed,Yes,No,No,20-Oct-21,27-Jun-25,DataWarehouse,01-Aug-23,28-Nov-19,0.69,1,8,Yes,69
CUST0117,93,Morgen Agron,West,Technology,Lease,AST0117,19-Jun-17,43828,447,21533,177547,237515,3156,23.98,0.12,0.87,36,7,10,23-Jul-19,Good,73/152/201,Yes,0.289,0.581,0.526,v3.3,High,"{""IncomeImpact"": 0.154, ""CreditHistory"": 0.481, ""DTI"": 0.533}",181277,116011,216349,Written-Off,Yes,Yes,Yes,23-Jun-17,17-Jun-28,DataWarehouse,06-Mar-17,14-Apr-16,0.59,19,1,No,83
CUST0118,185,Germaine Srawley,North,Retail,Loan,AST0118,01-Mar-21,44920,502,49552,152199,132714,2810,9.57,1.38,0.23,72,39,17,23-Dec-21,Good,40/124/230,No,0.337,0.134,0.905,v5.4,High,"{""IncomeImpact"": 0.063, ""CreditHistory"": 0.99, ""DTI"": 0.322}",80898,301512,297198,Closed,No,No,Yes,20-Jan-15,04-Oct-26,CoreBanking,24-Oct-23,26-Jun-17,0.86,14,5,No,18
CUST0119,67,Berri Holdforth,West,Manufacturing,Credit Line,AST0119,15-Aug-22,48155,667,22019,127656,149617,991,5.22,1.25,0.84,35,34,50,20-Jul-23,Irregular,93/160/39,Yes,0.255,0.682,0.706,v1.8,High,"{""IncomeImpact"": 0.76, ""CreditHistory"": 0.596, ""DTI"": 0.472}",17354,431058,305078,Written-Off,No,Yes,Yes,09-Mar-21,18-Jun-26,API,02-May-22,11-Sept-23,0.57,13,4,No,18
CUST0120,240,Elianore Rohloff,North,Manufacturing,Lease,AST0120,18-Mar-20,46325,814,2694,173717,67621,1458,19.17,0.37,0.16,144,36,168,27-Jan-23,Good,94/187/247,No,0.349,0.93,0.865,v1.3,Medium,"{""IncomeImpact"": 0.831, ""CreditHistory"": 0.965, ""DTI"": 0.124}",122503,37957,138599,Closed,Yes,Yes,Yes,22-Oct-20,09-Jun-29,DataWarehouse,09-May-19,07-Apr-20,0.96,2,1,No,14
CUST0121,100,Monroe Stobbie,East,Retail,Mortgage,AST0121,22-Nov-22,47387,685,44839,99226,100760,4914,16.68,1.69,0.52,96,14,132,31-Aug-24,Irregular,45/88/249,No,0.938,0.181,0.921,v5.0,High,"{""IncomeImpact"": 0.066, ""CreditHistory"": 0.741, ""DTI"": 0.574}",73859,235633,86825,Active,Yes,No,Yes,07-Sept-16,18-Jan-26,CoreBanking,23-Jan-19,01-Oct-21,0.86,4,4,No,43
CUST0122,10,Devan Aldwich,West,Manufacturing,Mortgage,AST0122,29-Jan-23,45784,465,44418,107714,10884,2096,2.04,1.19,0.16,161,32,10,05-Jun-24,High-Risk,18/14/85,No,0.14,0.795,0.907,v2.8,Medium,"{""IncomeImpact"": 0.202, ""CreditHistory"": 0.164, ""DTI"": 0.164}",296491,339297,9762,Written-Off,No,Yes,Yes,14-Jan-20,27-May-28,API,22-Sept-24,26-May-20,0.59,14,10,Yes,75
CUST0123,85,Norine Jedrzaszkiewicz,Central,Technology,Lease,AST0123,14-Mar-24,48873,471,49460,179723,94829,3814,15.32,0.23,0.38,33,6,4,15-Jun-24,Good,66/129/214,Yes,0.665,0.523,0.908,v5.1,Low,"{""IncomeImpact"": 0.359, ""CreditHistory"": 0.877, ""DTI"": 0.392}",250492,477702,322305,Written-Off,Yes,Yes,Yes,29-May-20,12-Sept-28,CoreBanking,07-Oct-21,17-Jan-21,0.91,14,9,No,48
CUST0124,172,Hildegarde Seargeant,West,Healthcare,Credit Line,AST0124,23-Oct-24,46130,690,24971,154415,215926,4819,3.35,0.35,0.48,59,5,72,29-Dec-24,High-Risk,69/104/131,Yes,0.439,0.377,0.751,v1.0,High,"{""IncomeImpact"": 0.463, ""CreditHistory"": 0.301, ""DTI"": 0.748}",274961,66776,272504,Active,No,Yes,No,02-Aug-19,12-Jan-27,CRM,25-Sept-16,12-Oct-19,0.83,9,5,No,73
CUST0125,110,Granny Muino,West,Healthcare,Credit Line,AST0125,06-Feb-19,46373,794,13712,97049,151563,4645,12.61,1.98,0.58,198,45,101,10-Mar-22,High-Risk,17/168/60,Yes,0.232,0.9,0.812,v4.2,Low,"{""IncomeImpact"": 0.384, ""CreditHistory"": 0.544, ""DTI"": 0.906}",113437,271518,210009,Closed,Yes,Yes,No,17-Feb-22,11-Jan-25,CRM,26-Mar-24,18-Aug-16,0.74,20,7,Yes,9
CUST0126,221,Sybila Shallcross,North,Technology,Loan,AST0126,13-Dec-17,44355,693,28256,160947,177012,4368,7.88,1.93,0.06,198,11,163,11-Jan-20,Irregular,56/2/103,No,0.117,0.94,0.897,v2.0,High,"{""IncomeImpact"": 0.628, ""CreditHistory"": 0.335, ""DTI"": 0.139}",268674,275434,366188,Active,Yes,Yes,No,06-Sept-17,03-Sept-28,CRM,06-Oct-16,22-Dec-15,1,13,6,No,52
CUST0127,94,Alexander Bockman,North,Finance,Loan,AST0127,28-Jul-21,45590,591,49588,146568,244864,4875,9.35,1.93,0.28,155,12,116,22-Jun-24,Irregular,73/1/133,Yes,0.62,0.533,0.656,v4.8,Low,"{""IncomeImpact"": 0.894, ""CreditHistory"": 0.789, ""DTI"": 0.152}",293883,42951,263805,Closed,No,Yes,No,28-Oct-24,07-Jan-28,DataWarehouse,14-Oct-22,19-Dec-19,0.98,19,8,Yes,97
CUST0128,248,Myles Bittany,West,Technology,Loan,AST0128,23-Oct-18,46937,793,9619,67585,22708,3234,16.21,1.99,0.68,58,20,105,15-Dec-23,Irregular,66/137/4,No,0.248,0.744,0.938,v2.4,Low,"{""IncomeImpact"": 0.034, ""CreditHistory"": 0.57, ""DTI"": 0.762}",210154,358211,392580,Closed,Yes,Yes,No,09-Jul-18,26-Dec-26,CoreBanking,07-Jun-21,07-Jan-18,0.59,7,8,Yes,31
CUST0129,142,Jonathan Pinwill,South,Healthcare,Mortgage,AST0129,01-Apr-23,46373,555,42540,93330,45893,973,3.88,0.25,0.96,126,39,1,28-Dec-23,High-Risk,5/123/190,No,0.342,0.821,0.699,v4.9,Medium,"{""IncomeImpact"": 0.111, ""CreditHistory"": 0.846, ""DTI"": 0.127}",258323,100877,267981,Closed,No,Yes,Yes,10-Aug-15,13-Dec-27,API,13-May-20,23-Jan-21,0.52,12,7,Yes,59
CUST0130,123,Marcelo Swett,West,Retail,Loan,AST0130,08-May-16,45723,312,46178,55247,104464,4859,3.42,0.79,0.86,47,35,67,28-Feb-22,Good,34/120/175,No,0.797,0.15,0.821,v2.7,Medium,"{""IncomeImpact"": 0.229, ""CreditHistory"": 0.722, ""DTI"": 0.72}",111379,224725,367375,Closed,No,No,No,21-Jan-20,04-Jan-26,CoreBanking,16-Jun-21,10-Sept-22,0.61,4,5,Yes,72
CUST0131,151,Karlotta Sarl,South,Healthcare,Credit Line,AST0131,06-Nov-19,45700,309,13574,110499,135966,1201,24.89,1.71,0.52,184,20,124,11-Dec-20,Irregular,32/143/290,Yes,0.694,0.543,0.954,v4.1,High,"{""IncomeImpact"": 0.252, ""CreditHistory"": 0.346, ""DTI"": 0.182}",86638,36476,112966,Closed,No,Yes,No,08-May-23,17-Nov-26,DataWarehouse,18-Jan-19,15-Jan-19,0.78,9,6,Yes,53
CUST0132,213,Chick Mannin,Central,Healthcare,Mortgage,AST0132,11-May-16,44304,591,25272,85220,181473,4281,12.7,1.5,0.89,97,39,73,22-Mar-21,Irregular,80/37/85,No,0.583,0.401,0.793,v4.9,High,"{""IncomeImpact"": 0.462, ""CreditHistory"": 0.947, ""DTI"": 0.153}",213217,450068,37404,Active,Yes,No,Yes,08-Jul-18,11-Oct-26,DataWarehouse,19-Dec-22,31-Dec-17,0.8,13,5,No,100
CUST0133,219,Roth Ernke,Central,Technology,Credit Line,AST0133,04-Sept-24,47391,723,12965,48204,228926,289,4,0.55,0.25,190,44,20,08-Dec-24,Good,21/101/52,Yes,0.506,0.611,0.783,v1.7,High,"{""IncomeImpact"": 0.018, ""CreditHistory"": 0.872, ""DTI"": 0.932}",29220,18822,208148,Written-Off,Yes,Yes,No,06-Dec-21,15-Nov-25,CRM,06-May-22,05-Dec-24,0.69,8,4,No,57
CUST0134,207,Jilli Antowski,Central,Healthcare,Loan,AST0134,10-Jan-22,45453,335,45486,93543,230540,2764,21.74,0.99,0.87,69,35,113,24-May-22,Good,89/138/90,No,0.697,0.922,0.803,v5.6,High,"{""IncomeImpact"": 0.707, ""CreditHistory"": 0.153, ""DTI"": 0.576}",280856,167351,182016,Closed,Yes,Yes,No,15-Jun-18,20-Jan-27,API,30-Nov-17,29-Sept-16,0.65,1,9,Yes,45
CUST0135,147,Tanner Kohrding,North,Manufacturing,Credit Line,AST0135,20-Mar-18,45465,606,2598,112836,214181,2499,15.33,1.61,0.55,48,26,143,19-Mar-24,Irregular,50/63/83,No,0.424,0.736,0.557,v4.3,Medium,"{""IncomeImpact"": 0.934, ""CreditHistory"": 0.926, ""DTI"": 0.451}",42528,226375,327849,Active,No,No,No,19-Aug-19,21-Jan-26,CRM,17-Jan-17,13-Jul-16,0.64,15,10,No,35
CUST0136,143,Lona Figgen,South,Retail,Loan,AST0136,09-Nov-22,47789,455,5252,140239,10801,1623,24.34,0.64,0.13,112,46,2,26-Mar-24,Good,11/38/7,No,0.985,0.839,0.759,v2.5,Medium,"{""IncomeImpact"": 0.125, ""CreditHistory"": 0.921, ""DTI"": 0.87}",164355,416946,261302,Closed,No,Yes,No,25-Nov-15,24-Sept-29,CoreBanking,18-Aug-15,27-Dec-17,0.89,3,9,No,24
CUST0137,87,Dame Drance,North,Finance,Mortgage,AST0137,26-Feb-17,44181,694,31029,64792,198362,374,5.78,1.5,0.09,170,13,121,18-Apr-19,Irregular,87/79/165,Yes,0.591,0.399,0.502,v1.8,High,"{""IncomeImpact"": 0.055, ""CreditHistory"": 0.335, ""DTI"": 0.803}",65037,137808,252302,Written-Off,No,Yes,No,14-Dec-24,17-Apr-25,CoreBanking,07-Apr-16,24-Aug-17,0.82,11,1,Yes,36
CUST0138,144,Winna Pouton,South,Finance,Loan,AST0138,22-Jul-21,45254,786,47115,156293,45630,3142,19.5,0.57,0.5,175,39,86,31-Aug-22,High-Risk,7/15/182,Yes,0.333,0.398,0.673,v5.1,Low,"{""IncomeImpact"": 0.537, ""CreditHistory"": 0.92, ""DTI"": 0.346}",256770,126988,166062,Written-Off,No,No,Yes,29-Mar-15,12-Nov-28,API,07-Jan-19,15-Feb-23,0.57,2,8,No,72
CUST0139,191,Marybeth Jefford,South,Technology,Mortgage,AST0139,22-Apr-18,45800,656,23212,191994,127786,2355,21.82,1.24,0.86,41,4,135,20-Oct-23,Good,57/75/134,No,0.738,0.452,0.588,v4.0,High,"{""IncomeImpact"": 0.225, ""CreditHistory"": 0.452, ""DTI"": 0.141}",266267,203727,384647,Active,Yes,No,Yes,06-Aug-18,16-Jan-29,CRM,20-May-22,16-Jan-21,0.91,7,9,No,99
CUST0140,126,Trudey Lethardy,East,Retail,Credit Line,AST0140,08-Mar-21,45259,629,9239,25233,142153,646,2.05,1.88,0.18,8,12,27,25-Nov-22,Irregular,24/25/16,No,0.498,0.419,0.816,v4.8,High,"{""IncomeImpact"": 0.915, ""CreditHistory"": 0.362, ""DTI"": 0.581}",135185,30735,192075,Active,Yes,Yes,Yes,09-May-22,04-Oct-27,CRM,01-Apr-20,25-Dec-23,0.82,12,9,No,48
CUST0141,156,Cookie Gascoigne,Central,Retail,Loan,AST0141,28-Nov-23,48524,372,21916,20430,61596,4355,3.33,1.48,0.53,48,12,134,27-Dec-23,High-Risk,31/145/91,No,0.013,0.664,0.707,v1.9,Medium,"{""IncomeImpact"": 0.178, ""CreditHistory"": 0.961, ""DTI"": 0.149}",241501,373338,348778,Closed,Yes,Yes,Yes,02-Mar-21,03-Apr-27,DataWarehouse,17-May-22,09-Oct-16,0.77,20,8,No,41
CUST0142,121,Mellie Demschke,West,Manufacturing,Lease,AST0142,03-Mar-21,45952,546,38906,143032,61079,3172,19.38,1.86,0.25,115,28,101,03-Apr-23,Good,92/8/145,Yes,0.085,0.997,0.875,v5.2,Medium,"{""IncomeImpact"": 0.502, ""CreditHistory"": 0.595, ""DTI"": 0.067}",4443,162461,116332,Active,No,Yes,No,17-Mar-21,14-Nov-27,CoreBanking,22-Jan-16,04-Jun-15,0.73,5,3,No,47
CUST0143,61,Betteann Garshore,South,Retail,Lease,AST0143,22-Dec-24,48397,394,39387,104804,154176,1881,18.62,1.47,0.79,44,31,176,25-Dec-24,High-Risk,73/24/153,Yes,0.21,0.898,0.736,v5.6,Low,"{""IncomeImpact"": 0.205, ""CreditHistory"": 0.191, ""DTI"": 0.037}",30319,488326,175316,Closed,No,No,Yes,02-Oct-24,27-Apr-29,CoreBanking,21-May-23,27-Apr-22,0.92,1,7,Yes,40
CUST0144,40,Prescott Skilbeck,Central,Technology,Mortgage,AST0144,17-Nov-20,44685,634,34925,182915,62880,1354,2.21,1.49,0.39,114,48,152,09-Oct-21,High-Risk,64/23/113,No,0.565,0.066,0.72,v3.6,Low,"{""IncomeImpact"": 0.776, ""CreditHistory"": 0.453, ""DTI"": 0.524}",70305,181248,43277,Closed,Yes,No,No,15-Dec-15,28-Mar-27,API,05-Sept-23,29-Oct-22,0.57,5,8,Yes,63
CUST0145,81,Rab Clougher,South,Technology,Mortgage,AST0145,08-Jun-19,46660,548,6695,69797,208626,3623,8.76,1.86,0.09,171,26,108,21-Aug-22,Irregular,44/48/164,No,0.401,0.56,0.973,v5.0,Medium,"{""IncomeImpact"": 0.155, ""CreditHistory"": 0.182, ""DTI"": 0.862}",89738,188352,323077,Closed,Yes,No,Yes,05-Mar-24,24-Apr-26,CoreBanking,08-Sept-22,12-Mar-19,0.58,3,2,Yes,32
CUST0146,43,Joletta Jaycocks,East,Finance,Lease,AST0146,18-Dec-21,45517,413,21996,117980,128519,286,8.97,1.51,0.21,139,33,66,25-May-24,High-Risk,61/159/72,Yes,0.373,0.271,0.578,v4.9,High,"{""IncomeImpact"": 0.644, ""CreditHistory"": 0.409, ""DTI"": 0.025}",277194,27797,133932,Active,Yes,No,Yes,07-Nov-23,27-Nov-28,DataWarehouse,06-Aug-15,19-Mar-20,0.83,1,2,No,85
CUST0147,236,Raoul Howbrook,North,Finance,Lease,AST0147,16-Jan-18,46196,695,17149,99798,138310,915,22.69,1.02,0.6,22,11,50,30-Jan-22,High-Risk,58/143/11,Yes,0.716,0.659,0.836,v2.8,Medium,"{""IncomeImpact"": 0.027, ""CreditHistory"": 0.222, ""DTI"": 0.231}",175886,261865,206254,Written-Off,Yes,Yes,No,03-Sept-22,22-Dec-26,DataWarehouse,04-Jan-22,23-May-18,0.62,17,5,Yes,81
CUST0148,203,Corey Healing,North,Technology,Lease,AST0148,21-Nov-17,45010,530,11942,89597,240189,3318,16.77,0.27,0.38,173,39,160,18-Nov-22,High-Risk,29/106/123,Yes,0.02,0.104,0.619,v4.4,High,"{""IncomeImpact"": 0.8, ""CreditHistory"": 0.179, ""DTI"": 0.653}",173640,240494,284286,Active,Yes,Yes,Yes,03-Sept-24,10-Oct-25,DataWarehouse,21-Sept-22,28-Nov-22,0.95,5,7,Yes,84
CUST0149,174,Roxine Leindecker,North,Technology,Loan,AST0149,02-May-21,45330,488,22814,38147,195599,341,19.37,1.77,0.41,105,19,113,23-Mar-22,High-Risk,81/189/140,Yes,0.099,0.243,0.699,v2.1,Low,"{""IncomeImpact"": 0.722, ""CreditHistory"": 0.856, ""DTI"": 0.83}",97860,18735,399742,Written-Off,No,Yes,Yes,03-Aug-17,08-Nov-28,CRM,11-Jan-19,22-Nov-15,0.84,16,3,No,92
CUST0150,144,Arluene MacKegg,West,Manufacturing,Credit Line,AST0150,14-Apr-22,46561,440,12733,50661,64316,364,10.81,1.94,0.93,105,14,171,19-Oct-22,Good,96/52/33,Yes,0.668,0.205,0.543,v4.9,Medium,"{""IncomeImpact"": 0.293, ""CreditHistory"": 0.896, ""DTI"": 0.013}",171338,459439,239885,Active,No,No,Yes,26-Oct-21,14-Feb-29,API,28-Jan-23,05-Jul-18,0.7,19,10,Yes,67
CUST0151,203,Dinny Deeks,North,Healthcare,Credit Line,AST0151,23-Mar-16,44666,340,38549,101554,140299,503,5.56,0.94,0.88,198,18,118,07-May-21,Good,54/75/27,Yes,0.208,0.027,0.946,v4.7,Low,"{""IncomeImpact"": 0.181, ""CreditHistory"": 0.583, ""DTI"": 0.421}",263488,64334,94251,Written-Off,Yes,No,No,17-Aug-18,13-Jul-27,CRM,02-Jan-17,02-Feb-20,0.8,7,8,Yes,33
CUST0152,162,Tiena Seagrave,North,Finance,Loan,AST0152,20-Aug-18,46530,760,43554,95143,27362,4391,17.97,1.48,0.98,156,10,96,21-Jun-20,High-Risk,48/11/87,No,0.817,0.342,0.634,v5.2,Low,"{""IncomeImpact"": 0.259, ""CreditHistory"": 0.38, ""DTI"": 0.59}",76815,98777,373317,Active,No,No,No,10-Mar-23,24-Apr-29,API,28-Mar-18,09-Jan-22,0.59,5,4,Yes,80
CUST0153,239,Davine Kipping,West,Manufacturing,Credit Line,AST0153,02-Aug-23,46541,305,41844,129359,67358,1876,15.13,1,0.41,20,38,153,14-Aug-23,Good,31/140/142,Yes,0.624,0.409,0.974,v1.2,Low,"{""IncomeImpact"": 0.552, ""CreditHistory"": 0.436, ""DTI"": 0.294}",29869,347505,182986,Active,Yes,Yes,No,18-Sept-18,29-Jun-25,CRM,22-Mar-16,04-Sept-19,1,6,5,Yes,59
CUST0154,113,Ninnetta Creech,North,Finance,Lease,AST0154,28-May-23,47810,630,26154,99336,220027,654,19.2,1.7,0.06,120,8,31,30-May-24,High-Risk,35/84/269,No,0.764,0.14,0.9,v5.3,High,"{""IncomeImpact"": 0.868, ""CreditHistory"": 0.487, ""DTI"": 0.895}",110602,325892,30505,Active,Yes,No,No,16-Oct-19,31-May-28,DataWarehouse,29-Nov-17,22-Nov-20,0.79,20,6,Yes,79
CUST0155,81,Skipton Partener,West,Manufacturing,Mortgage,AST0155,23-Apr-21,46707,538,48437,76149,55739,112,3.84,0.98,0.8,188,13,157,22-Mar-24,Irregular,52/11/170,No,0.425,0.022,0.629,v5.3,Low,"{""IncomeImpact"": 0.269, ""CreditHistory"": 0.542, ""DTI"": 0.633}",106480,366767,147653,Closed,Yes,No,No,06-Sept-20,01-Feb-28,DataWarehouse,08-Aug-23,26-Jan-15,0.56,11,6,No,93
CUST0156,126,Selina Whylie,South,Healthcare,Lease,AST0156,19-May-21,47223,646,46071,125595,245166,3987,20.13,1.33,0.48,160,29,137,17-Jul-21,Irregular,59/200/211,Yes,0.139,0.835,0.636,v5.4,High,"{""IncomeImpact"": 0.984, ""CreditHistory"": 0.526, ""DTI"": 0.172}",166414,296072,280958,Active,Yes,No,No,29-Sept-15,02-Nov-25,DataWarehouse,05-Jun-24,08-May-15,0.67,13,9,Yes,74
CUST0157,14,Cal Chaim,Central,Finance,Lease,AST0157,16-Oct-21,46445,622,48520,8291,76171,3490,3.08,1.77,0.37,77,13,134,03-Nov-22,Irregular,22/28/191,Yes,0.018,0.914,0.777,v2.1,Medium,"{""IncomeImpact"": 0.118, ""CreditHistory"": 0.577, ""DTI"": 0.274}",266286,18073,253054,Written-Off,Yes,Yes,No,03-Jun-20,09-Feb-29,DataWarehouse,12-Sept-23,02-Sept-18,0.57,4,9,Yes,27
CUST0158,77,Cecilia Derill,West,Technology,Loan,AST0158,15-Feb-23,45486,304,22380,11542,185106,4968,21.93,0.73,0.89,26,33,168,30-May-24,High-Risk,39/5/295,No,0.651,0.83,0.95,v2.5,Low,"{""IncomeImpact"": 0.206, ""CreditHistory"": 0.011, ""DTI"": 0.137}",101949,155243,145044,Written-Off,No,No,Yes,21-Jan-18,02-Nov-25,CoreBanking,25-Jan-18,13-Apr-16,0.51,20,9,Yes,27
CUST0159,119,Konstance Cotes,East,Retail,Mortgage,AST0159,31-Jan-21,46026,590,39623,64179,49898,683,8.47,1.8,0.54,12,8,7,01-Mar-24,Irregular,86/12/54,No,0.874,0.597,0.957,v1.1,Medium,"{""IncomeImpact"": 0.601, ""CreditHistory"": 0.665, ""DTI"": 0.175}",206477,98838,369454,Written-Off,No,No,No,23-Sept-18,02-Aug-29,CoreBanking,30-Dec-22,04-Jul-23,0.84,18,2,No,73
CUST0160,61,Esta Titterell,West,Finance,Credit Line,AST0160,23-Jun-16,43289,617,46857,168930,191178,3912,12.29,1.9,0.14,157,16,93,08-Jun-18,Irregular,23/179/169,No,0.419,0.383,0.869,v4.7,Low,"{""IncomeImpact"": 0.519, ""CreditHistory"": 0.047, ""DTI"": 0.166}",35270,254212,59185,Closed,No,No,Yes,02-Mar-18,22-Apr-29,DataWarehouse,11-Oct-21,11-Jun-21,0.56,4,7,Yes,42
CUST0161,158,Janeen Smitten,East,Technology,Credit Line,AST0161,27-Mar-21,47307,710,40701,108381,67541,2096,14.15,1.95,0.38,87,13,177,19-Aug-21,High-Risk,55/200/222,No,0.083,0.603,0.678,v5.3,Low,"{""IncomeImpact"": 0.245, ""CreditHistory"": 0.389, ""DTI"": 0.289}",41839,392641,373245,Written-Off,No,Yes,No,25-Aug-18,11-Feb-28,CRM,21-Mar-24,29-Dec-19,0.59,13,2,Yes,88
CUST0162,10,Dusty Kasparski,East,Manufacturing,Loan,AST0162,17-Feb-24,48146,392,16261,36416,237590,4857,22.68,1.31,0,37,42,38,29-Aug-24,Irregular,68/74/199,No,0.719,0.297,0.968,v2.3,High,"{""IncomeImpact"": 0.566, ""CreditHistory"": 0.476, ""DTI"": 0.664}",166988,162147,298989,Written-Off,No,No,No,01-Jan-16,08-Apr-28,CRM,09-Nov-21,21-Sept-20,0.7,5,5,Yes,48
CUST0163,210,Lorry Doughtery,Central,Retail,Loan,AST0163,26-Feb-21,44835,588,4043,61667,118171,4934,10.46,0.7,0.38,97,27,139,26-Feb-21,Good,84/44/243,Yes,0.733,0.215,0.526,v2.8,Medium,"{""IncomeImpact"": 0.031, ""CreditHistory"": 0.262, ""DTI"": 0.595}",189894,445382,218751,Active,No,Yes,Yes,17-Feb-15,27-May-25,CRM,12-Aug-16,02-Feb-23,0.94,14,3,Yes,18
CUST0164,52,Cecilla Tuckett,Central,Manufacturing,Mortgage,AST0164,15-Mar-22,46703,765,35385,111181,149716,3786,10.23,0.53,0.42,1,36,127,03-Oct-24,High-Risk,30/182/256,No,0.496,0.597,0.538,v4.8,High,"{""IncomeImpact"": 0.334, ""CreditHistory"": 0.771, ""DTI"": 0.107}",193397,22543,19852,Written-Off,No,No,Yes,04-Jul-21,14-Sept-27,CRM,04-Aug-16,10-Mar-23,0.87,9,8,Yes,67
CUST0165,151,Michel Lanktree,South,Manufacturing,Loan,AST0165,24-Dec-24,48513,619,42176,13834,241869,2914,13.84,0.12,0.45,120,36,84,25-Dec-24,Irregular,45/75/148,Yes,0.728,0.495,0.91,v1.9,High,"{""IncomeImpact"": 0.688, ""CreditHistory"": 0.435, ""DTI"": 0.246}",160420,386142,295544,Closed,Yes,No,Yes,04-Jun-21,16-Apr-25,DataWarehouse,27-Jan-24,09-Apr-23,0.81,10,8,Yes,17
CUST0166,210,Kimmi Dunkinson,East,Healthcare,Lease,AST0166,01-Sept-20,44754,581,18839,3723,199361,1013,15.49,1.83,0.74,168,28,94,12-Jun-21,Good,33/200/120,No,0.799,0.695,0.546,v2.8,Low,"{""IncomeImpact"": 0.272, ""CreditHistory"": 0.59, ""DTI"": 0.361}",180751,49250,76058,Written-Off,Yes,No,No,22-Aug-23,24-Feb-27,CoreBanking,30-May-22,08-Dec-19,0.86,6,4,No,7
CUST0167,8,Natividad Pideon,North,Healthcare,Credit Line,AST0167,15-Mar-22,46082,708,33210,79001,129850,4462,6.61,1.4,0.39,67,9,135,07-Nov-22,Irregular,1/73/229,No,0.917,0.137,0.771,v3.8,High,"{""IncomeImpact"": 0.95, ""CreditHistory"": 0.446, ""DTI"": 0.185}",22505,56046,278550,Written-Off,No,No,No,04-Oct-18,08-Jul-26,DataWarehouse,31-Dec-23,07-Feb-16,0.63,19,7,No,99
CUST0168,216,Timi Glenton,Central,Healthcare,Lease,AST0168,28-Jul-22,48203,484,22530,143553,7772,169,20.96,0.12,0.1,26,43,114,01-Apr-23,Irregular,28/185/145,No,0.873,0.732,0.925,v2.0,Low,"{""IncomeImpact"": 0.807, ""CreditHistory"": 0.659, ""DTI"": 0.692}",49203,34822,311499,Written-Off,Yes,Yes,Yes,20-Dec-15,20-Oct-29,CoreBanking,20-Mar-19,12-May-22,0.88,19,3,Yes,90
CUST0169,246,Rolando Spurdens,West,Finance,Credit Line,AST0169,24-Jan-17,44161,583,29982,181461,241818,2749,7.18,1.58,0.28,15,24,99,19-Sept-18,Irregular,7/66/135,Yes,0.25,0.489,0.52,v4.1,Medium,"{""IncomeImpact"": 0.221, ""CreditHistory"": 0.988, ""DTI"": 0.944}",106208,324973,205853,Active,No,Yes,Yes,23-Jan-21,24-Apr-29,API,13-Jun-17,19-Nov-21,0.82,15,5,Yes,5
CUST0170,239,Noami Goodsall,East,Manufacturing,Loan,AST0170,26-Oct-15,42956,809,11755,171144,172860,107,23.39,1.36,0.27,179,21,100,02-Jun-17,High-Risk,0/131/251,No,0.706,0.925,0.517,v4.6,High,"{""IncomeImpact"": 0.181, ""CreditHistory"": 0.568, ""DTI"": 0.915}",37752,288183,118408,Active,No,No,Yes,12-May-21,02-Jan-28,DataWarehouse,27-Sept-18,24-Aug-22,0.65,2,2,No,69
